user,star,sumary,country&time,kind item,image,comment
Charla,1,Not as described,"Reviewed in the United States on September 4, 2023",Size: 10ftColor: BlackVerified Purchase,0,"This is NOT a fast charge cable. My iPad normally fully charges from 0-10% to 100% in one hour. This cable only charged it from 35% to 77% in 1.5 hours, that’s about 40%. So I returned it."
Christopher T. Slaterbeck,1,Doesn’t transmit video,"Reviewed in the United States on September 4, 2023",Size: 10ftColor: BlackVerified Purchase,0,Doesn’t work with a dock to transmit video. Only transmits power. Didn’t try to use video until after I had thrown away the box so now I can’t return it. Waste of money as it didn’t fulfill my needs.
Chris,1,Failed after one year,"Reviewed in the United States on June 6, 2023",Size: 10ftColor: BlackVerified Purchase,0,"Something inside the cable is fraying, and my laptop rapidly goes back and forth between charging and not charging. There's no question in my mind that the cable is likely to damage my device. This happened after a year. Really disappointed in Anker—did not associate them with crap products until now."
user,star,sumary,country&time,kind item,image,comment
Uri,1,Stopped working after ~2 months of regular use,"Reviewed in the United States on September 24, 2022",Size: 10ftColor: BlackVerified Purchase,0,"I bought two cables and one of the cables stopped working at the two month mark. I think the end doesn't withstand bending very well, even though it has the nicer nylon exterior. It could also be user error, as during the evening i let the cable rest upright on on chest while it plugged in. I'm disappointed because I've never had this issue with previous Anker cables."
Cindy,1,Quit Working a week after the return date,"Reviewed in the United States on October 5, 2023",Size: 10ftColor: BlackVerified Purchase,0,I thought it wa great at first but it just suddenly quit working after about 5 weeks of use The mysterious thing about it was it wasn't kinked or anything
DJM,1,6 ft and 9ft wires stopped working after a month,"Reviewed in the United States on February 1, 2024",Size: 3ft+6ft+10ftColor: BlackVerified Purchase,0,Don’t buy!!! Buyer beware!!!
Amazon Customer,1,Worst charger,"Reviewed in the United States on November 30, 2023",Size: 3ft+6ft+10ftColor: BlackVerified Purchase,0,When i plugged my phone in to charge it said 9 plus hours to charge. Don't waste your money.
Dillon,1,No data transfer possible,"Reviewed in the United States on November 8, 2023",Size: 10ftColor: BlackVerified Purchase,0,I bought this for tethering to my laptop all my other cords work not this one. Stay far away from this item unless you only need to charge a phone.
"Houston, TX",1,Does not work,"Reviewed in the United States on August 1, 2023",Size: 10ftColor: BlackVerified Purchase,0,"Buy it as charger cable for my samsung phone. just simple not be able to charge at all. Past return window, so i am not sure the cable does not work by design or just a defect item."
Josh,1,Stopped working after a few months,"Reviewed in the United States on December 5, 2023",Size: 10ftColor: BlackVerified Purchase,0,"I’ve always loved anker products, but this cable stopped working after 2 months of normal use."
Tatsman,1,Doesn't do 100 watts,"Reviewed in the United States on July 14, 2023",Size: 10ftColor: BlackVerified Purchase,0,Have had these cables for a while. Have a 747 charger from anker and these cables. Plugged it into both of my 555 power stations in the 100 watt charging port and the cable doesn't do 100 watts.
Delta,1,Dies quickly,"Reviewed in the United States on August 27, 2023",Size: 10ftColor: BlackVerified Purchase,0,Died after less than a year of use. Kept giving me a blinking charging status. Completely useless product. Would be better off with a cheap bit of raw copper wire.
Aliyah Miller,1,Stops Charging After 6 Months,"Reviewed in the United States on August 7, 2023",Size: 10ftColor: BlackVerified Purchase,0,"Husband and I have Galaxy S20's, and have the Anker cords (usbc-usbc) and wall plug. BOTH parts shorted out on us after 6 months and go in and out of charge. Wouldn't recommend."
user,star,sumary,country&time,kind item,image,comment
ArkaChiAJ,1,Does not work with IPhone 15,"Reviewed in the United States on September 30, 2023",Size: 10ftColor: BlackVerified Purchase,0,It does not support fast charging with new iPhone. I ended up giving it to an android user and they said it was not the best.
Louie,1,No super fast charging support,"Reviewed in the United States on November 1, 2023",Size: 10ftColor: BlackVerified Purchase,0,Will only superfast charge 2.0 s23 ultra for a like 10 seconds then it switches to fast charging
Disneyfannn,1,Good until it wasn't,"Reviewed in the United States on October 5, 2023",Size: 10ftColor: BlackVerified Purchase,0,"Bought in late May. By September, it already stopped charging my phone. I have had similar results with other Anker products. Quality is inconsistent."
Rfb420,1,Only lasted 4 months.,"Reviewed in the United States on February 16, 2023",Size: 10ftColor: BlackVerified Purchase,0,"Loose connection after 4 months.
Waste of money!

After I left this review Anker contacted me by email and then sent me a replacement. So I give the response and warranty from them five stars but I'm not changing the rating on the cord until I see how long it lasts."
Kevin C.,1,Cord is loose in port after 5 months of gentle use,"Reviewed in the United States on June 10, 2022",Size: 10ftColor: BlackVerified Purchase,0,"I switch between wireless charging and corded charging, only using the cord when i need to use my phone and charge at the same time. My cord is spooled over a hook hanging beside bed to prevent damage. I bought this cord for my new pixel 6 i got this past Christmas, and the cord disconnects and reconnects constantly. I thought Anker was supposed to be a good brand."
Shruggie Otis,1,Does NOT support Super Fast Charging 2.0,"Reviewed in the United States on October 18, 2023",Size: 10ftColor: BlackVerified Purchase,0,Does NOT support Super Fast Charging 2.0 on Samsung Galaxy devices despite it being sold as 100W/5A compliant.
Brian H,1,Didn’t work,"Reviewed in the United States on December 16, 2023",Size: 10ftColor: BlackVerified Purchase,0,Broken out of the package. Didn’t work.
Debbie Currin,1,Kinks up Really bad!!!,"Reviewed in the United States on August 11, 2023",Size: 10ftColor: BlackVerified Purchase,0,Had it a few months. It's kinked up so bad I can hardly plug it in. Very disappointing coming from this brand! Looking into another brand now.
AV,1,Cable does NOT work on new iPad Pro (5th Gen.) - NOT a data transfer cable!,"Reviewed in the United States on October 24, 2021",Size: 10ftColor: BlackVerified Purchase,0,"Received the cable - well built and love the braiding etc. The cable works fine with the new iPhone 13 Pro Max and was able to sync with iTunes on my PC. However, the same cable does NOT work with my iPad Pro (2021 5th Gen.) as iTunes wouldn't recognize the device. After troubleshooting it for a while, tried the original Apple cable (short but sweet) and it just works."
mary_h,1,Broke quickly with normal use,"Reviewed in the United States on June 23, 2023",Size: 10ftColor: SilverVerified Purchase,0,"After only two months of normal use, the cord stopped working entirely. As others have stated, Anker quality used to be higher but this is clearly no longer the case."
user,star,sumary,country&time,kind item,image,comment
THAT GUY,1,Garbage,"Reviewed in the United States on October 1, 2023",Size: 10ftColor: BlackVerified Purchase,0,There junk first one was broken out of the package then the replacement did last very long either
hunter,1,Thought anker would be different,"Reviewed in the United States on August 12, 2023",Size: 10ftColor: SilverVerified Purchase,0,"Been an anker user for a long time. Had a lot of accessories.

This one disappoints me. Start malfunctioning after a few months."
Jamey H. Owens,1,Typical Garbage,"Reviewed in the United States on September 4, 2022",Size: 10ftColor: BlackVerified Purchase,0,This cable is worthless. Less than a month before failure. USB-C cables in general seem to be utter garbage. I've bought so many the last year and they all break internally or at the plug or bind up in their own covering. Give me just one company who doesn't make trash and they'll have my loyalty.
Danny,1,Faulty cable,"Reviewed in the United States on July 7, 2023",Size: 10ftColor: SilverVerified Purchase,0,Cannot charge my 2023 MacBook Pro 14inch. It switches between not charging and charging constantly. I do not experience this issue with the provided MagSafe charging cable.
Jason,1,Do not buy.,"Reviewed in the United States on July 4, 2023",Size: 10ftColor: BlackVerified Purchase,0,Wore out quickly. Cycles power on and off when charging my phone now. Anker products have taken a down turn in quality in my experience. Would not recommend.
Amazon Customer,1,super slow charging,"Reviewed in the United States on September 17, 2023",Size: 10ftColor: BlackVerified Purchase,0,"a scam, I don't know how it has a good rating if the product is terrible"
Review,1,don't buy,"Reviewed in the United States on November 29, 2023",Size: 10ftColor: SilverVerified Purchase,0,broke my computer battery
Cat_in_a_box,1,It Killed My Phone!,"Reviewed in the United States on October 4, 2022",Size: 10ftColor: SilverVerified Purchase,0,"The first time I plugged my phone into this cable using the original power brick that came with it, my phone died. Nothing else on the same surge protector was affected, just my phone. Now I'm out $900 to replace my phone all because I trusted the Anker brand. DO NOT BUY!"
Isaiah Livensparger,1,Item does not work as stated,"Reviewed in the United States on December 23, 2022",Size: 10ftColor: BlackVerified Purchase,0,I have supported Anker for 10 plus years and this is the first item to not work with ANY items. All C port devices are unable to be charged. I am sad to say this might be the last item I buy from Anker.
Kel,1,Stopped working.,"Reviewed in the United States on July 19, 2023",Size: 10ftColor: SilverVerified Purchase,0,Several months in it just completely stopped charging my phone. Useless product if it can't even last 1 year.
user,star,sumary,country&time,kind item,image,comment
Baumbarger1,1,JUNK,"Reviewed in the United States on April 6, 2023",Size: 10ftColor: BlackVerified Purchase,0,At first it charged my 23 ultra then the next time I went to use it it wouldn't work at all. I tried other plugs but still didn't work.. so don't waste your money
Daniel L.,1,Stopped working after less than 4 months of use.,"Reviewed in the United States on October 13, 2023",Size: 10ftColor: BlackVerified Purchase,0,Did not last very long.
PTC,1,Terrible,"Reviewed in the United States on October 28, 2023",Size: 10ftColor: BlackVerified Purchase,0,It broke
Brenda,1,It stopped working!,"Reviewed in the United States on June 2, 2023",Size: 10ftColor: BlackVerified Purchase,0,The plug and cord both stopped working. I've only had both of them for 2 or 3 months. They were great while they worked
normalguy,1,Mold covered,"Reviewed in the United States on October 5, 2022",Size: 3ft+6ft+10ftColor: BlackVerified Purchase,0,The cables and box showed up and stunk like mold/mildew. When I pulled the cables out of the box you could feel the mold on the outside of the cables. This isn't the first time I've purchased anker cables but it very well might be the last.
George,1,Stopped charging after a year,"Reviewed in the United States on June 30, 2023",Size: 10ftColor: BlackVerified Purchase,0,"My phone is fine, other cables work. Very light use, only used by the bed every other night or so."
Benjamin Garbe,1,Does not work with Samsung Note 20U,"Reviewed in the United States on January 4, 2022",Size: 10ftColor: BlackVerified Purchase,1,These cables worked fine and Super Fast Charged my Samsung Galaxy Note 20U for a few weeks with the original Samsung charger. I thought I just had one bad one and switched the charger but then a few days later the next one went. When I plug it in is says that it is unrecognized and will not charge the phone.
G Spencer,1,For an anker product I expected better,"Reviewed in the United States on August 17, 2023",Size: 10ftColor: BlackVerified Purchase,0,Started disconnecting and reconnecting like crazy only after a couple days
Flippers,1,Failed in 6 months,"Reviewed in the United States on April 12, 2023",Size: 10ftColor: RedVerified Purchase,0,"Purchased in late October, failed in mid April. Why I bought this I’ll never know. My last one broke off in my iPad, which ended up being quite costly to remedy. Never again, Anker!"
Chris P,1,Stopped working after 2 weeks,"Reviewed in the United States on July 29, 2023",Size: 10ftColor: BlackVerified Purchase,0,"Stopped working after 2 weeks of use. Cheap product, very disappointed"
user,star,sumary,country&time,kind item,image,comment
D.M. Beverly Hills,1,Arrived musty moldy,"Reviewed in the United States on November 20, 2022",Size: 10ftColor: BlackVerified Purchase,0,"Never again with a braided Nylon cable. This arrived moldy/musty and could not air out. Couldn't even sanitize with alcohol, so straight into the trash. Aside from that issue, I had no opportunity to try the product."
skeyhani503,1,1 DOA-Dissapointing!,"Reviewed in the United States on April 13, 2023",Size: 3ft+6ft+10ftColor: BlackVerified Purchase,0,Ordered these & 1 was DOA. Anker is supposed to be tile but a dud from the get go isn’t a really good sign!
AJ,1,Does not stay connected to macbook,"Reviewed in the United States on May 5, 2022",Size: 10ftColor: SilverVerified Purchase,0,"it will plug in and make a sound that its charging but then will continually disconnect and reconnect. Very annoying. It's absolutely not usable with macbooks unless the one i received is just defective?

Doesn't reliably fit on
2019 16"" Macbook Pro
2021 13"" Macbook Pro"
Chelsey,1,"Got cable in April 2022, already quit working","Reviewed in the United States on September 14, 2022",Size: 10ftColor: BlackVerified Purchase,0,"Loved this cable until today when it stopped working. My S22+ alerts me that something foreign is in the charging port and to remove it immediately. Does not charge anymore. Nothing has changed since I bought the cable, same charging block."
venkat Esh,1,Not durable,"Reviewed in the United States on July 1, 2023",Size: 10ftColor: SilverVerified Purchase,0,Lasted just a month. Keeps disconnecting when I charge my phone.
J E,1,Doesn't work!,"Reviewed in the United States on June 8, 2023",Size: 10ftColor: BlackVerified Purchase,0,won't charge with any charger that I have (apple or insignia). wish I could return!
Ashley,1,Torn very easily,"Reviewed in the United States on July 27, 2023",Size: 10ftColor: SilverVerified Purchase,0,Got caught under my desk and tore
New W.,1,Not good quality,"Reviewed in the United States on June 14, 2022",Size: 10ftColor: BlackVerified Purchase,0,"Had to return this Anker charging cable because it kept putting my ipad on sleep mode. How do l know? I used my old C cable, that still works fine, and no problems. Must have got a bad cable from Anker. Buyers beware!"
changen pan,1,Dead after 3 months,"Reviewed in the United States on July 26, 2022",Size: 10ftColor: SilverVerified Purchase,0,Decent cable but doesn't last. Has similar or perhaps worse durability compared to apple oem. It might be better to have a harder/uglier strain relieve on the ends rather than have it look nice but break after a few months.
Margi,1,Stopped working after a half dozen charges.,"Reviewed in the United States on March 18, 2022",Size: 10ftColor: SilverVerified Purchase,0,"Stopped working after a half dozen charges. I did not abuse this cable. I had it plugged into one place and use it only there. But tonight, it died. Unfortunately, I didn't use it often enough to be able to return it in the return window."
user,star,sumary,country&time,kind item,image,comment
Brandon,1,Stopped working after 3 months,"Reviewed in the United States on April 10, 2023",Size: 10ftColor: BlackVerified Purchase,0,Not sure what happened but the cord stopped working after just a few months of use (not used every day).
hannon,1,This does not pass through video.,"Reviewed in the United States on February 26, 2023",Size: 10ftColor: BlackVerified Purchase,0,"Make sure you just need to charge, if you actually try to connect a computer to a monitor this is not the cable for you."
Amazon Customer,1,WARNING!!!⚠️,"Reviewed in the United States on February 25, 2023",Size: 10ftColor: BlackVerified Purchase,0,Warning!! Do not get if your charging block doesn't have the shiny end that looks like exact same part as you put in your phone
Jenny,1,Stopped working after only a few weeks.,"Reviewed in the United States on June 30, 2022",Size: 10ftColor: BlackVerified Purchase,0,Anker has always created great products. This one stopped working out of the blue. No kinks in the cable. Always taken good care of it. Buy at your own risk here. It's not durable at all in my case.
lilia garcia,1,Never worked.,"Reviewed in the United States on January 26, 2023",Size: 10ftColor: SilverVerified Purchase,0,"Great looking just the size I needed, hooked it up and nothing. Tried a dozen different electric plugs
Nothing - dead!! Never worked!!!!"
Amzcustnh,1,"Didn't last long, only normal use","Reviewed in the United States on May 1, 2022",Size: 10ftColor: SilverVerified Purchase,0,"About 5 months after buying this usb c charging cable it stopped working.

Only normal use with plugging and unplugging every few days.

Not a sturdy cable. Thought Anker was supposed to be better quality, but it is not."
Dale W. Pittman,1,Stopped working after light use,"Reviewed in the United States on January 8, 2023",Size: 10ftColor: SilverVerified Purchase,0,I have had two of these. Each one stopped functioning. Under light use. Anker has been my go-to brand. I think I may be done with Anker.
Matthew S,1,Can't even charge at 60W,"Reviewed in the United States on November 30, 2021",Size: 10ftColor: BlackVerified Purchase,0,Using together with an Anker 100W PD charger on a Thinkpad X1 tablet. The tablet constantly connects and disconnects from the power source. Other cables I've tested with on the same charger don't exhibit this problem.
Chris,1,Does not work well with my macbook,"Reviewed in the United States on April 28, 2022",Size: 3ft+6ft+10ftColor: BlackVerified Purchase,0,Constantly stops charging for a few seconds on my macbook pro. Very annoying... I can confirm that its not the macbook or chrager that is the issue. A different cable charges the macbook completely fine.
AudioLover,1,dyed blue,"Reviewed in the United States on July 6, 2022",Size: 10ftColor: BlackVerified Purchase,0,"for some reason, this cable literally started leaking blue ink. none of my other cables next to it did. it almost seemed like the dye was leaking out of the fabric coating."
