user,star,sumary,country&time,kind item,image,comment
stephen,1,Check non amazon reviews!!,"Reviewed in the United States on March 8, 2024",Color: BlackStyle: Nova 3Verified Purchase,0,So much wrong with these. Nothing tells you that the headphones connect to the ps5 cosole only and they give you a generous 4 foot cable to connect with. The sound and mic are crap. Ps5 the sound is foggy and on xbox it is almost non existant at max volume. Do not buy this pruduct
valentin,1,Crazy how this item can be rated so well lol,"Reviewed in the United States on March 11, 2024",Color: BlackStyle: Nova 3Verified Purchase,0,"First, The mic is total crap, Barely someone can hear me while i game even tho i tunned all the settings to a max. Secondly, after about a month of use, a muffling sound occurs, Why do i have to deal with it with brand new headset ? Never buying again from this company."
Aaron K. Pieper,1,"Glitchy headphones, buggy software, terrifyingly loud static","Reviewed in the United States on March 22, 2024",Color: BlackStyle: Nova 3Verified Purchase,0,"Every 90 minutes or so, the headphones will suddenly blast static and garbled electronic noises at maximum volume. This happens continuously until they are unplugged and plugged back in.

Additionally, installing the recommended ""SteelSeries GG"" software causes Discord to crash every 10-20 minutes."
Rachel,1,Crackling/Popping and Skipping,"Reviewed in the United States on January 8, 2023",Color: BlackStyle: Nova 3Verified Purchase,0,"I tried this out for 2 days already knowing that these run on the smaller side. They barely fit me as a 5'4 Caucasian female. Even then the ear cuffs were just ever so slightly too small as well. These might be better suited to children than adults..

The biggest problem though was that there was constant crackling and popping whenever audio was playing. The only fox I found (which wasn't perfect) was turning you pc's computer volume up very high and lowering the sound volume on the headset a bit. Even then you may still hear it sometimes.

Also, if you were to watch a video like a let's play where the person is louder than the game audio or ASMR, I noticed that small sounds were cut off. Almost like you were listening to music that would skip a second or cut out, a lot!

Behind all the issues the audiovisual amazing with the arctis nova 3 and is light on your head, but unless you can deal with crackling/popping and skipping low audio, I don't recommend them.

For the price you are paying it feels like your getting a nice car only to look underneath and find it's rusted to all hell. It'll get you where you need to go for a bit but you really should return it while you can."
lynn,1,Extremely Uncomfortable,"Reviewed in the United States on October 18, 2023",Color: BlackStyle: Nova 3Verified Purchase,0,"Great sound quality, horrible design. Appears to attempt to mimic popular headset design but fails in every way. The ear guards are too small for all but a child, and the overhead strap causes headaches even on the loosest notch. The wired connection is at such an angle so that it rubs constantly on the wearers shoulder/neck & the thick rigid cable can be heard scraping above even the loudest virtual battlefields and racetracks. In addition to this, the sidetone function is entirely broken, with the lowest setting blasting every possible air wave or pin drop at deafening volume with zero background noise cancelling or mitigation. I bought these thinking they would be an upgrade to the logitech clone, but they are far inferior in ways I thought not possible for a popular brand like Steel Series."
Brandon Swartzentruber,1,Needs an account to use half the features,"Reviewed in the United States on March 8, 2024",Color: BlackStyle: Nova 3Verified Purchase,0,You need to set up an account to use any of the important features like sound cancelation on the mic and the sound equalizer. Just why do I need another useless account?
David L. Warner,1,Constant problems,"Reviewed in the United States on February 16, 2024",Color: BlackStyle: Nova 3Verified Purchase,0,"Constantly jumpscares me with a screeching static noise and the only way to stop it is to replug it into my computer, which then resets my audio settings for it. Have had problems with this thing since I bought it. I wish I had returned it."
Peter Gallina,1,Crackling audio after a week or so,"Reviewed in the United States on October 17, 2023",Color: BlackStyle: Nova 3Verified Purchase,0,"Firstly, the audio had noticeable crackling and popping within a week or so of purchase. Which is why I'm returning it and getting a different one from another company. But it also had this annoying feature that could not be turned off which was you always heard your voice as a light echo when you spoke. They said it was because of some silvertone feature, but I downloaded the company's convoluted software and disabled silvertone and it didn't change anything. Also, the software caused BG3 to crash, so I had to remove it. So yeah, this is a terrible headset."
Matt Stanzel,1,$70 for a headset that fails within days of the warranty ending,"Reviewed in the United States on February 8, 2024",Color: BlackStyle: Nova 3Verified Purchase,0,"DO NOT BUY! I can't return or contact the manufacturer because this headset apparently only has a 30-day warranty! You would think for $70, then, it would last beyond 35 days. The left channel is almost completely out of this headset, and we tested it on two different PCs to confirm it's not the sound settings."
Shivors,1,Devil in the details [Updated],"Reviewed in the United States on April 16, 2023",Color: BlackStyle: Nova 3Verified Purchase,0,"Sound is great, mic is clear and works well, fit is comfortable for hours of gaming....but.....

Every time my PC goes to sleep The headphones have an issue where they produce a loud screeching sound and have to be unplugged. l and plugged back in. Very irritating issue. Also the light have to be reset sometime after the PC issue.

***UPDATE*** 05/07/2023
Dont get them. The screeching sound every time I wake my computer up is still present and really annoying. Now the RGB is not working and the audio profile in the software no longer changes the sound in the headphones. Just too many issues to warrant buying them....find another brand.

***UPDATE*** 03/11/2024
These are now dead. The volume goes in and out and I had to use the volume adjustment wheel to get the sound in stereo for a few weeks. Now the sound drops out intermittently and is unreliable. They are in my garbage now where they belong. Seriously, do not get these headphones. Spent good money on buggy and poor constructed headphones."
Matthew,1,Made for very small people,"Reviewed in the United States on November 26, 2023",Color: BlackStyle: Nova 3Verified Purchase,0,"These crush my ears, I have a number of headsets from Sennheiser to Logitech, probably about 8. I buy a new one every year or so. This has the smallest ear cups I've ever felt or seen. The picture doesn't do this justice. This was designed for the head of a 10 year old boy or girl.

If you are a 5' 10"" person like me, these are too small. Should be labeled for children or tiny people."
Mansoor,1,"doesn't work via USB C, returned it","Reviewed in the United States on January 11, 2024",Color: BlackStyle: Nova 3Verified Purchase,0,"This headphone looks promising. However, when we got it, the regular audio jack worked fine, but not the USB C! the only reason we got it is to use it via USB and it's not working! sometimes it does, but with echos and plenty of noise. I just returned it."
TRASH MIC,1,HORRIBLE PRODUCT,"Reviewed in the United States on January 18, 2024",Color: BlackStyle: Nova 3Verified Purchase,1,"I will never buy this product again. It is horrible, the RGB doesn’t work and the quality is terrible. The people I talk to in party chat can’t hear me no matter how loud I talk."
Dianne Swapp,1,Too complicated.,"Reviewed in the United States on February 25, 2024",Color: BlackStyle: Nova 3Verified Purchase,0,"Way too complicated for the money. Unless you want to fight with it to try to set it up, don't buy it."
David M.,1,Poor design,"Reviewed in the United States on December 19, 2023",Color: BlackStyle: Nova 3Verified Purchase,0,"The quality of the audio is fantastic and the Steelseries GG app works great. Sadly the device itself is poorly designed. The headband is constructed of non-durable plastic that easily breaks. The movable joints leading to the ear muffs are also made of the same plastic and lack any kind of solid reinforcement.

Mine didn't last two months."
Ethan Long,1,Great until they suddenly arent,"Reviewed in the United States on November 21, 2023",Color: BlackStyle: Arctis 5Verified Purchase,0,Worked good had them for around a year sound quality was solid. I took great care of them never bound up cables or pinched them never dropped. Out of nowhere it just stops producing sound in the right ear. I spend hours troubleshooting the problem come to find out it's just an arctis problem. Will never buy from this company again and will actively tell others not to purchase from them.
Maureen C.,1,Good Sound Terrible Support Flawed Software Sidetone Problems Terrible Documentation,"Reviewed in the United States on May 18, 2020",Color: BlackStyle: Arctis 5Verified Purchase,0,"The headphones are pretty comfortable and they can sound pretty good. I don't think their surround is very good though. Now with the issues: for these headphones to stand a chance of working you MUST download their software. It's called ""Engine"". It comes with no explanation as to how to even open the interface once installed. Yes, you can figure it out...eventually. Do you have time or patience for that? Next, the sidetone that they say these headphones has does not work unless the software is installed and even then its jinky. One of their support people told me to turn on ""listen"" in Windows to make this work. This advice turned out to be totally wrong and makes echo, not sidetone. Next, do you enjoy plugging a usb device in every time you restart your computer? That's what you have to do to get the Engine software to recognize these headphones. The support is awful. It is clear they don't understand questions and do not have solves or documentation for common issues. It is 5 days later and I still don't have answers to 2 basic questions. Back to sidetone-with the help of a guy on youtube, I figured out a routine that can make the sidetone work but it is a routine. It takes time and fenaggling. This is a waste and frustration each time you want to use these. Steel Series has been around for a long time. The product, software and support should be much better than this."
Autumn F.,1,Disappointed again,"Reviewed in the United States on December 29, 2023",Color: BlackStyle: Nova 3Verified Purchase,0,"I bought this is June. Died already. Just like the mouse i bought, disappointed again. I thought the one good thing Steelseries did was headsets. But this one was trash compared to my previous headset from them. 6 months? for that price? I also had problems with it very early on. Not worth it."
bolo591,1,Returned,"Reviewed in the United States on October 8, 2023",Color: BlackStyle: Nova 3Verified Purchase,0,"Require additional to run without any specific reasons along with a possible a sign-in / account creation to the Steelseries spam newsletter and all of that to have an headset that generates white noise.

The mic is flimsy, and the controls are not good. The light can't be controlled with other software like Aura (if you have an Asus-based machine, that'd be kind of nice to have the headset light changing along your case lighting ...).

The white noise issue triggered the return."
3fix,1,Not worth the. Issues,"Reviewed in the United States on February 12, 2024",Color: BlackStyle: Nova 3Verified Purchase,0,Bought two of these total. Good sound but riddled with issues. Speakers randomly buzzes and odd disconnects. Went for the LG instead which sounds better actually.
Dean McLovin,1,Too Delicate for regular wear and tear,"Reviewed in the United States on August 7, 2023",Color: BlackStyle: Nova 3Verified Purchase,0,"Purchased these less than a year ago within 6 months they began to randomly cut out and occasionally blast a loud crackling sound. After finding no solution to the problem and seeing that their warranty did not cover regular wear and tear, I continued to use them until 9 months after purchasing them they finally ear-blasted me their last scare and stopped working entirely. Ridiculous that such a well-liked brand would have a product that somehow manages to be worse than some rip-off walmart trash. Do not buy unless you like purchasing new headphones every 6 months."
sp,1,Customer service is a joke,"Reviewed in the United States on June 13, 2020",Color: BlackStyle: Arctis 5Verified Purchase,0,"I loved my headset until the right ear cup speakers stopped working after not even owning these for a year. So I thought oh well steel series seems reliable and I still had the warranty so I went to there website and filled out a ticket like I was told to do. Everything was going great and I thought I would get a new headset until they asked for my receipt. I sent them my amazon order confirmation and they said that there is nothing they could do because I didn’t buy it from them. I was given a list of buying options that were not good for the warranty like giveaways, eBay, and AMAZON. So then after being lead on for about two weeks I get shut out and haven’t heard anything since.

Product
Great headphones
Comfortable
Good mic
Good sound
Good software

Bottom line is great product if it doesn’t break, but if it breaks and you didn’t buy it from steel series directly then there is no chance in getting a new headset.

DONT BUY UNLESS YOU HAVE MONEY TO GET A NEW ONE WHEN THE FIRST BREAKS AFTER A YEAR.

Update: after a few months was finally able to get credit from steel series to order a new set. Turns out buying from Amazon is not actually an issue but steel series customer service is"
Hannah Bridgeland,1,Retractable mic failure. Support won't cover it.,"Reviewed in the United States on December 30, 2022",Color: BlackStyle: Arctis 5Verified Purchase,1,"I bought these headphones in August of 2021. They have been used often, but I treated them really well, retracting the mic when not in use, and hanging them on a stand. The mic is clear, and the sound quality is fine. However; the other day when I pulled out the mic, the plastic sleeve around the boom snapped. I contacted support to see if they would cover the failure. They gave me a blanket ""No"" response, saying they won't/can't repair it, there is no replacement part available for me to do it myself because the retractable mics are integrated into the earphone, and of course they didn't offer to replace the unit. For a touted ""feature,"" you'd expect it to not fail after so few cycles. Very frustrating.
Side note, the sidetone didn't work from day 1, regardless of software settings."
Clearsharpie86,1,Wire short cause sound issues and Steel Series would not honor warranty,"Reviewed in the United States on January 5, 2022",Color: BlackStyle: Arctis 5Verified Purchase,0,"This started out as a great headset. I used it on my series x and my only complaint is the plug. It is a right angle plug that inserts into the controller. It would always get in the way of my thumbs so I would unconsciously adjust it while playing. After just shy of a year of use, the plug developed a short and caused the left side to lose sound. You can jiggle it to get sound so it is an obvious short. I purchased the asurion protection thinking they would cover it, they wouldn't. So don't waste your money on their service. They just directed me to the manufacturer. I went to the manufacturer who wanted me to jump through hoops to see if they would cover this under warranty. I finally got fed up with the whole process. Steel Series warranty process is too complex and time consuming. Not what I expected being the customer who received a faulty product and definitely not what I expected when I purchased a protection plan. Save your money and buy a headset from a different manufacturer."
Kathy Posey,1,Arctis 5 crapped out 7 months in cause an app update decided to crap it's self.,"Reviewed in the United States on July 12, 2020",Color: BlackStyle: Arctis 5Verified Purchase,0,"First 7 months, great. Best pair of headphones you could get sub-100 bucks, easily. Not the most comfortable, but mic and audio quality is unmatched.

Past week has been a nightmare.

The proprietary software that you HAVE to use to get the most out the talking points of this headset, just refuses to read the Arctis 5 anymore after the last update. Everything but the SteelSeries Engine 3 reads them. Discord still picks them up as ""Arctis 5 Certified"", SSE3 just demands me to reconnect them and refuses to let anything work outside of basic functionality. I've reconnected them multiple times, uninstalled the drivers, reinstalled them through SSE3, reinstalled them through the SteelSeries website, I've tried just about everything I can think of or look up. The main reasons why you'd buy this headset, may just not work depending on if the update gods like you or not and you'll have to wait till the next update to hopefully see if they work again or not cause the SteelSeries Engine 3 app just doesn't let you rollback to a previous version.

All I want is a properly working, complete noise cancellation mic on a headset because I live in a very loud house. And without SSE3 working properly, these things can pick up me barely dragging my finger against my mousepad, as if I was dragging it along the mic. The hell"
Amazon Customer,1,Worst Customer Service I have ever dealt with,"Reviewed in the United States on January 15, 2021",Color: WhiteStyle: Arctis 5Verified Purchase,0,"The headset was good and all but the fact that SteelSeries customer service is so scammy is beyond me. They have made so much money off of these headsets by now that all that I needed replaced was a cord (which costs them barely anything compared to the headset themselves). I have had the headset for not even a few weeks and the response I get is ""we do not replaced damaged"" even though if anything its a cord problem not a damage problem. The cords not working is a result of them being plugged into one another. If anything that is more how they are designed. The result of how they were made caused it not me using the headset because I did not break them they just stopped plugging in after a while. That should be on you guys. Regardless, them saying that to a new customer should not be how you handle this. Then to not even get a response after shows the kind of company they are. They also have no good way to get in touch with them no number or anything you ""submit a ticket"" or ""try talking to a representative"" which that one I feel you don't get a response from anyway. All around, that is essentially what you will run into so I advise staying away."
Kindle Customer,1,Cheap LONG cable twists into impossible knots,"Reviewed in the United States on May 15, 2023",Color: BlackStyle: Arctis 5Verified Purchase,0,"The sound quality of this headset is good, so good I that I ordered a second one in November, 2022 after my mic broke on the first. The very long cable has been noted in reviews as a nuisance, but with this second purchase it was quickly apparent that the quality of the long cable is much diminished. It quickly twisted up, into a mess of tangled knots. This persisted even when I used hair ties to try to contain the mess. The twists and knotting stress the cable to the point of almost breaking. I am having to buy a replacement cable directly from the company. I will not be buying this brand again."
Joshua barry,1,bad,"Reviewed in the United States on February 16, 2024",Color: BlackStyle: Nova 3Verified Purchase,0,these things suck
Amazon Customer,1,"Garbage, don’t buy this brand.","Reviewed in the United States on November 30, 2023",Color: BlackStyle: Nova 3Verified Purchase,0,"I have a brand new PS5 and got these brand new headphones. Had them less than a month then started having regular voice connectivity problems. It’s intermittent, but regular and very annoying. Now after 3 months I get no audio. Absolutely garbage, $10 headphones work better."
Jason,1,Disappointing support from manufacture and Amazon,"Reviewed in the United States on February 22, 2022",Color: BlackStyle: Arctis 5Verified Purchase,0,"Ordered it on Dec 8th. for a Christmas present for my daughter. She started using it on 1/2/22 (busy Holiday schedule) after a few days of use the Right Earpad fell off. We were unable to place it back on. Contacted Amazon, and they would only refer us to the Manufacture since it was past the 30-day window (big surprise since it was a Holiday gift, so no help there). Contacted Manufacture and they will not due to anything either stating and I quote ""As our earpads are able to be placed back on the headset, we are unable to provide a replacement unit."" The problem is that earpad shouldn't have fallen off that easy and most likely will keep falling off since it will not be as tight as originally should have been. I will be avoiding this company in the future and sticking Astro, I have used them in the past and their quality has held up through the years for me at least."
Judith Maldonado,1,Properly working device,"Reviewed in the United States on December 29, 2023",Color: BlackStyle: Nova 3Verified Purchase,0,Spent numerous hours tweaking settings and troubleshooting. Audio skips and the mic tuned out and just stopped picking me up.
Joel Higgins,1,"I really wanted to love them, but one of the worst product and company experiences I've ever had","Reviewed in the United States on October 11, 2020",Color: BlackStyle: Arctis 5Verified Purchase,0,"I bought the headphones alongside a new editing rig and really wanted to dig them. My first pair suddenly stopped working after about three weeks. I got a replacement from amazon, which stopped working after about five weeks. Amazon told me I was out of the purchase protection date and to contact manufacturer.

I did and after going through their entire claims process, it was started over for zero reason. I submitted a followup asking what the deal was and got a message back saying my message couldn't be received because the company had closed the ticket.

Long story short, this company is terrible. I think they're just trying to push me out of the warranty date at this point. I have received zero help from them. Gigantic waste of time and money. Honestly, a part of me is glad this has all gone so terribly. They were only offering a replacement or equivalent purchase and, based off of this experience, I don't see me buying or using any of their products ever again. I could not be more displeased with the product or the company. I'd advise everyone here to pay a bit more and stay away from these people."
Chris Phillips,1,Do not purchase!,"Reviewed in the United States on September 14, 2020",Color: BlackStyle: Arctis 5Verified Purchase,0,"The headset is great, but my one star comes down to a major design flaw, one that leaves me without sound and shopping for a new headset at this very moment. The headset cable! This is a rare cable that is only used in Nikon camera's and provides audio and power to the headset. It would seem cats love the texture of this cable and naw through the cord so I found myself needing to purchase a new cable, so I contact steelseries and they have been out of stock for the past 10 weeks. Steelseries created a proprietary cable so you can only buy from them and never have any stock and by proprietary I do not mean the connectors themselves but how the cable is made to fit in the headset. Another thing I was greatly disappointed in was the costumer service rep they tried to fool you into thinking they are real but just another chat bot, once your questions get just a tad bit complex the bot craps all over it's self and starts giving you some really funny replies that have nothing to do with the problem, that was the only enjoyment I got from this experience."
Amazon coustomer,1,Didn’t come with a cable,"Reviewed in the United States on December 25, 2023",Color: BlackStyle: Nova 3Verified Purchase,0,"Got this as a gift for my boyfriend for Christmas, there’s no cable inside to connect it"
M Hoff,1,Stopped working after 3 months,"Reviewed in the United States on July 8, 2023",Color: BlackStyle: Arctis 5Verified Purchase,0,"My headphones completely stopped working after three months. Was so disappointed. Great mic quality so it broke my heart that they broke so early. Whenever I plug them in, the power either doesn't go on at all, or they start screeching in my ears every time a noise happens. I decided to just stop using them after I couldn't even get any power at all. Headphones shouldn't be so complicated just to get them to work. Will be purchasing different ones."
Barbara Robinson,1,BAD ECHO,"Reviewed in the United States on November 10, 2023",Color: WhiteStyle: Arctis 5Verified Purchase,0,"The mic is really comfortable and sounds good to me but the mic continuously echos and no setting changes, controller changes, or additional changes helped it. It made it impossible to play with people which is the whole point."
M C,1,Money go to waste,"Reviewed in the United States on August 9, 2023",Color: BlackStyle: Nova 3Verified Purchase,0,"$76 for mine. I only got a chance to see them charge for 1min and they never came back on. The mic was also broke. I would of gladly accepted the same ones I bought , I think my package was just carelessly handle seeing as how the box it came in was damaged. But that apparently wasn't a option. Don't care to try these anymore I went with another brand."
Alyssa Walker,1,DO NOT BUY,"Reviewed in the United States on August 24, 2020",Color: BlackStyle: Arctis 5Verified Purchase,0,Our headset became faulty less than 3 months after purchase. The jack is causing an issue where static can be heard in my chat. I can also hear it when running a test on my own headset. It is awful and piercing. This is my second broken headset with SteelSeries. My first lasted approximately one year and we did not bother with the warranty process after looking into it. After looking into the 2 year warranty-- they are way far behind on tickets it seems and looking into other people's experience with the warranty process it seems to be shoddy and lengthy with some waiting between 30 days to a year to get a replacement after a lengthy and costly process (shipping fees). I've opened a ticket for this problem this time but we will probably just purchase something elsewhere and give up on Steel Series as a company because of this. Bummer. Don't waste your money on a product that the company hardly stands behind and doesn't offer a reasonable process to replace faulty items. That is taking a big gamble on an electronic!
Jonny,1,The mic doesn't work,"Reviewed in the United States on October 27, 2023",Color: BlackStyle: Nova 3Verified Purchase,0,"I read many reviews on this headset claiming it was an amazing headset, not true. The mic didn't work at all, the sound quality was bad and very quiet, and the RGB doesn't work. I'm extremely disappointed"
Chuck,1,Headphone no sounds,"Reviewed in the United States on December 13, 2023",Color: BlackStyle: Nova 3Verified Purchase,0,"I'm not sure if I got the bad luck with the draw. The head set I got, is not giving any sound"
Matt Phillips,1,SteelSeries products only come with a 30-day guarantee.,"Reviewed in the United States on February 3, 2021",Color: BlackStyle: Arctis 5Verified Purchase,0,"I bought the Arctis 5. Finally splurged and got a nice pair for gaming. Well, $100 nice. About 3 months in it's cable started having problems maintaining a connection to the computer. You know like when iphone charger cables (using them as an example cause they're crap) have to be bent a certain way or you have to let them rest on something a certain way for your phone to charge? Something is messed up in the cable. Anyways, it got continually worse at 6 months, and now it doesn't work at all. So I bought it from SteelSeries on Amazon. Sent in a refund request yesterday since it was within their 1 year guarantee on their website. Got a reply back a few minutes ago that says they can't do anything about it because I'm outside the 30-day refund period.....So if you buy their product from their website you get a minimum 1 year guarantee. If you buy their product on Amazon you get a 30 day one."
Tristan,1,DO NOT BUY!,"Reviewed in the United States on May 13, 2023",Color: BlackStyle: Nova 3Verified Purchase,0,"I’ve had this headphone for less than 24 hours and I’m already experiencing problems with it, it makes a loud static sound whenever my pc wakes up and it needs to be unplugged and replugged in every time my pc wakes up because the RGB and sound stops working. This has been a terrible experience and I will not be purchasing any Steelseries headphones in the future, if you value your money I would recommend that you avoid this headphone."
Derrius Mckinney,1,Worst headphones I've bought.,"Reviewed in the United States on September 17, 2023",Color: BlackStyle: Nova 3Verified Purchase,0,"The sound quality is mid. You hear all background noise if you play Cod, these headphones are not the ones keep searching. The reviews seem great but these are hot TRASH If I could rate it 0 I would. Just got these today 9/16/23."
Ben W,1,Stopped Working Mid Game,"Reviewed in the United States on July 8, 2020",Color: BlackStyle: Arctis 5Verified Purchase,0,"I haven't had these for two months and mid game they stopped working. If I try to use the ChatMix dial, then all I get is this heavy distortion/static instead of sound. It only happens when there is sound and it's through the ChatMix dial. I can only use the headphones with the aux jack adapter. That is no fun. These were too expensive to die in a month and a half.

Steelseries customer service not helpful. It takes a few days for them to respond to everything. Their first response will always be: uninstall Steelseries Engine 3 then install it again with new drivers. I even told them in my first ticket that I tried this but sure enough, that was their response. Dealing with them is definitely something I do not wish to do again. I'm struggling to find a company which has given me worse customer service."
Asad,1,Everything about these headphones is awful wish i could give 0 stars,"Reviewed in the United States on January 13, 2020",Color: BlackStyle: Arctis 5Verified Purchase,0,Have owned this for awhile and i wish i hadnt they are the worst headphones ever created it feels like you're in 2000 while everyone in is 2020 using these. First of all sound is worse than the 5 dollar headphones you get on an airplane. Second theres the most annoying volume mixer thing on the headphone cable connecting to the PC. This dumb thing can control the volume and its so sensetive sometimes while gaming it will just auto turn the volume while you're playing because its most likely gonna be on the floor due to how big bulky and annoying it is..Alongside this theres a volume adjuster on the sides of the headphones?? WHY why are there two volume things? This alongside the mic alongside how uncomfortable these are i would say stay away and never buy these. I made a mistake and purchasing them because it was on sale DO NOT DO THE SAME!
Ferid,1,Broken,"Reviewed in the United States on October 13, 2023",Color: BlackStyle: Nova 3Verified Purchase,0,Only left speaker is working the right is dead out of box. It's a shame such fine products comes out flawed
Shari Carlson,1,volume randomly changes due to poor design,"Reviewed in the United States on August 12, 2021",Color: BlackStyle: Arctis 5Verified Purchase,0,"This thing is really poorly designed. There's two knobs for volume control, which is very confusing, but even after figuring it out, the volume slider on the cord is so sensitive, I'm literally just sitting here and all of a sudden sounds all cut out or get EXTREMELY loud... it's the most unpredictable set of headphones I've ever owned! Part of the issue is it separates volume into two channels - chat and gaming. and this slider on the cord controls BOTH but opposite... turn one up the other goes down.... would be nice to have a mixer if it wasn't in the middle of a 10 foot cord with extremely high sensitivity. I honestly don't think I can stand to use these headphones, I'll either have to tape the headset controls (which is ridiculous and I shouldn't even have to do), or return them."
Pamela Crowley,1,Poor sound quality,"Reviewed in the United States on September 16, 2023",Color: BlackStyle: Nova 3Verified Purchase,0,"Sound quality is horrid not worth the price, there are much better options for less. I have gone back to using my old, broken headset which has better sound quality"
CallMeFive,1,Not very good,"Reviewed in the United States on August 6, 2023",Color: BlackStyle: Nova 3Verified Purchase,0,"Had it for about two weeks and it broke on me. Audio is pretty good, but other than that it’s not worth your money and probably something you should not buy just get turtle Beach. They are better."
MB,1,Returned Once. Item was replaced. Still having issues.,"Reviewed in the United States on June 6, 2019",Color: BlackStyle: Arctis 5Verified Purchase,0,"I bought this headset and after I received it, pins were broken rendering it not usable. They replaced it for me and I've had it for about 3 months. I don't talk much in gaming but when I did, it seemed fine. Now all of a sudden my mic does not work AT ALL. The sound is great on these but with all of these issues, I'm ready to throw it in the trash. Apparently my support and replacement window has closed so now I'm stuck with a $100 piece of junk. I'm sure the headset is great despite these issues but I don't even have a chance to see because I can't have this replaced. I'm super frustrated and don't really have the money to be buying $100 headsets every 3 months. Don't waste your time on these guys. Go with something more reliable like Logitech or Turtle Beach."
Steven Tolle,1,Ok when they work. Customer service makes it not with it.,"Reviewed in the United States on March 8, 2021",Color: BlackStyle: Arctis 5Verified Purchase,0,"Broke within 6 months. Had to get a warranty exchange. By far the worst customer experience I've ever had. Look up steele series customer service on Google to see how terrible it is.

I started my request for a warranty replacement on December 28th, I finally received my replacement on March 3rd. Over two months and a ton of messages to the support team through both email and chat, multiple times, is absolutely unacceptable. I will never buy steeleseries again because of this experience.

The headphones themselves are ok. Better quality than wireless headphones you can get for 100 dollars for sure. But, if you're using them for a PlayStation, it's more of a hassle than it's worth honestly. Spend the extra money and get a higher end wireless headphone."
Alejandro Hernández,1,Microphone doesn't work on USB,"Reviewed in the United States on February 23, 2023",Color: BlackStyle: Arctis 5Verified Purchase,0,"The headphones are aesthetically beautiful and give good sound, in terms of operation they are disastrous. If they are connected via USB with the adapter, the microphone does not work, and the only way for it to work is with the 3.5 jack, the problem is that in this way you cannot access the equalizer and even less the customization of the headset, in the same way the RGB option doesn't work either... I'm not recommended to buy."
DavidH,1,"Failed after a year, audio quality is bad, directional audio worse.","Reviewed in the United States on January 31, 2023",Color: WhiteStyle: Arctis 5Verified Purchase,0,"Failed after a year, (tried reinstalling drivers ect, no success.) Besides that the sound is tinny and audio detail is fuzzy. Directional audio is terrible, can't describe it any other way. Tried using their sonar application as well, to no success. Fairly comfortable, but unremarkable in any way. Discord automatic audio setup was fairly buggy too.

I've contacted steelseries to replace them (I guess, although frankly I'd just like my money and time back.)"
Jay musgrave,1,DONT BUY FOR XBOX,"Reviewed in the United States on December 20, 2022",Color: BlackStyle: Nova 3Verified Purchase,0,Does it “technically connect to the Xbox yes but the lights don’t work and it’s terrible they decided to put in the smallest writing on one tiny corner on the box that lights and other features don’t work for Xbox but every other console it does. Waste of money when the only thing that works is some terrible audio. Great for everyone but horrible marketing shouldn’t even be comparable for Xbox.
Jake,1,"Headset is great, manufacturer warranty is not","Reviewed in the United States on December 20, 2019",Color: BlackStyle: Arctis 5Verified Purchase,0,"I've had this headset for just about a year and I it worked great, would be a 5 star review. But it developed a ticking/popping issue so I sent it in to steel series as it was still under manufacturer warranty. They sent it back in the same condition and said it was a problem on my end as they couldn't recreated it. Mind you they had me test my system before I sent it in. Save yourself the headache and buy something where a manufacturer warranty is actually useful, or gamble and hope you never have an issue with this headset. I've used steel series peripherals since 2016 and currently have a keyboard and mouse from them, I cannot wait to replace these and never purchase from this brand again."
Violet,1,They sound terrible,"Reviewed in the United States on July 2, 2022",Color: BlackStyle: Arctis 5Verified Purchase,0,"I swear I tried to give them a try and even tried to gas light myself into liking the product, but no they sound as if you’re trying to listen through tin cans. And the surround just sounds horrible even with the EQ software I could not get rid of the awful reverb within the headset. Awful value at any price point. The plastic is also very cheap feeling, the headband is nice but otherwise this product is not of good quality and just has fancy RGB"
Kevin pena,1,"What a joke, never been so upset","Reviewed in the United States on September 21, 2019",Color: BlackStyle: Arctis 5Verified Purchase,0,"I hate to change the review written on my product I tried getting in touch over 6 times first of all the lights never turned on yes I did plug it in via usb and vía aux none worked, after 2-3 weeks of use the left ear stopped producing sound, they aren’t broken on the outside they’re perfectly fine I contacted amazon twice and refused to help me, I contacted steel series via phone and email and didn’t get the address that I had to send them back to, overall my experience was horrible now the right earpiece stopped working 2 days ago please do not buy this product I really do not recommend it and wish no one has to go through what I’ve been through."
squire harrington,1,"10 uses, stopped working","Reviewed in the United States on March 27, 2023",Color: BlackStyle: Nova 3Verified Purchase,0,"Sound is average at best but the life-span of the product is, sadly, questionable. The RGB quit life after a few uses and now, a not many uses later, the entire headset gave up on life. I would recommend a hard skip on this really adequately sub-par headset."
Andrew Garcia,1,Broken,"Reviewed in the United States on January 11, 2021",Color: BlackStyle: Arctis 5Verified Purchase,0,"I am very disappointed with this headset. I had high hopes that it would be an upgrade from my turtle beaches. I ended up with more problems than I could have expected. My microphone was not working and sound would cut in and out. I bought the same headset but direct from steel series and it’s the same problem. The one from steel series had issues as well. It came broken out the box, when I would move it around you could hear some of the loose electronics rattling around in the headset. I am very disappointed I was really looking forward to this"
Julie Ferguson,1,Broke within 1 month,"Reviewed in the United States on March 26, 2023",Color: BlackStyle: Nova 3Verified Purchase,0,"Got this for my youngest for Christmas, it barely made it a month and the actual bridge broke. He does not take the greatest care of things, but this was advertised as STEEL being a tough brand. This is the 2nd pair I have had an issue with and we won't be buying this brand anymore."
